id,author_id,full_name,others,university,subjects,document_by_author,total_citation_number,total_document,h_index
647,7402254758,"Robinson Gilbert B.","ROBINSON, G. B.| Robinson, G. B.","University of New Brunswick, Fredericton, Canada","Biochemistry Genetics and Molecular Biology, Neuroscience, Medicine, Psychology, Arts and Humanities",18,379,307,12
648,7102019097,"Briand Jacques","Briand, J.","GlaxoSmithKline plc., Brentford, United Kingdom","Biochemistry Genetics and Molecular Biology, Chemistry, Physics and Astronomy, Pharmacology Toxicology and Pharmaceutics, Medicine, Engineering, Materials Science, Multidisciplinary",22,435,414,10
649,7201529162,"Ernst Richard R.","ERNST, Richard R.| Ernst, R.| Ernst, R. R.| Ernst, Richard","ETH Zürich, Zurich ZH,, Switzerland","Chemistry, Physics and Astronomy, Biochemistry Genetics and Molecular Biology, Chemical Engineering, Engineering, Materials Science, Medicine, Environmental Science, Multidisciplinary, Psychology, Health Professions, Computer Science, Pharmacology Toxicology and Pharmaceutics",323,49347,25725,94
650,7007108417,"Jardine John Frederick","Jardine, J. F.","Western University, London, Canada",Mathematics,31,316,232,9
651,7006641108,"Mendel Roberto R.","Mendel, Roberto| Mendel, R. R.| MENDEL, R. R.","Western University, London, Canada","Physics and Astronomy, Biochemistry Genetics and Molecular Biology, Arts and Humanities",40,687,594,15
652,7003534413,"Miransky Vladimir A.","Miransky, V. A.| Miransky, Vladimir","Western University, London, Canada","Physics and Astronomy, Materials Science, Mathematics",153,6125,3344,35
653,14525620500,"Parker Drew C.","Parker, D. C.| Parker, Drew","Beedie School of Business, Burnaby, Canada","Computer Science, Social Sciences, Business Management and Accounting, Decision Sciences, Mathematics",10,123,119,5
654,57198373790,"Delikatny E. J.",NA,"The University of British Columbia, Vancouver, Canada","Chemistry, Physics and Astronomy, Biochemistry Genetics and Molecular Biology, Materials Science",5,29,19,3
655,24351611100,"Heldman M. A.",NA,"The University of British Columbia, Vancouver, Canada",,1,1,1,1
656,7003667161,"Burnell E. Elliott","Burnell, Elliott E.| Burnell, Elliott| Burnell, E. Elliot| Burnell, E. E.","The University of British Columbia, Vancouver, Canada","Chemistry, Physics and Astronomy, Biochemistry Genetics and Molecular Biology, Materials Science, Engineering, Chemical Engineering, Medicine, Mathematics, Computer Science",136,2887,1442,30
657,7005725752,"Clapham L.",NA,"Queen's University, Kingston, Kingston, Canada","Materials Science, Physics and Astronomy, Engineering",13,200,175,5
658,36014192000,"Jagadish Chennupati","Jagadish, C.| Jagadish, C. H.| Jagadish, Chennupat| Jagadish, Chenupati","Australian National University, Canberra, Australia","Physics and Astronomy, Materials Science, Engineering, Chemistry, Chemical Engineering, Computer Science, Energy, Mathematics, Biochemistry Genetics and Molecular Biology, Social Sciences, Multidisciplinary, Arts and Humanities, Medicine, Pharmacology Toxicology and Pharmaceutics",1098,16745,10701,61
659,7201354306,"Atherton David L.","Atherton, D. A.| Atherton, David| Atherton, D. L.| Atherton, D.","Queen's University, Kingston, Kingston, Canada","Engineering, Physics and Astronomy, Materials Science, Energy, Mathematics, Chemistry, Computer Science, Environmental Science, Chemical Engineering",242,4710,3078,27
660,7402668675,"Boyd James D.","Boyd, James| Boyd, J. D.","Queen's University, Kingston, Kingston, Canada","Materials Science, Engineering, Physics and Astronomy, Chemistry, Biochemistry Genetics and Molecular Biology, Environmental Science, Chemical Engineering",80,866,789,16
661,55487969100,"Zhou Lü",NA,"Nanjing Institute of Chemical Technology, Nanning, China",Chemistry,2,6,5,2
662,7601335904,"Zhang Yaming","Zhang, Ya ming| Zhang, Ya Ming| Zhang, Y. M.| Zhang, Y.","Chinese Academy of Sciences, Beijing, China","Materials Science, Engineering, Chemical Engineering, Chemistry, Physics and Astronomy, Medicine, Earth and Planetary Sciences, Psychology, Business Management and Accounting, Biochemistry Genetics and Molecular Biology, Environmental Science, Energy, Pharmacology Toxicology and Pharmaceutics",83,618,571,12
663,57198768437,"Shi Jun",NA,"Nanjing Institute of Chemical Technology, Nanning, China",Chemistry,1,4,4,1
664,55947308900,"Taylor Eric B.","Taylor, E. B.| Taylor, Eric| TAYLOR, E. B.","The University of British Columbia, Vancouver, Canada","Agricultural and Biological Sciences, Biochemistry Genetics and Molecular Biology, Environmental Science, Medicine, Earth and Planetary Sciences, Social Sciences, Chemistry, Decision Sciences, Physics and Astronomy, Mathematics, Multidisciplinary",148,6901,4737,43
665,7004195056,"Vedel Fernande","Vedel, F.","Physique des Interactions Ioniques et Moléculaires, Marseille, France","Physics and Astronomy, Chemistry, Engineering, Materials Science, Computer Science, Mathematics, Chemical Engineering",50,1077,642,19
666,7003905334,"Vedel Michel","Vedel, M.","Physique des Interactions Ioniques et Moléculaires, Marseille, France","Physics and Astronomy, Chemistry, Engineering",35,658,467,16
667,24351307600,"Evans March Raymond","Evans March, R.","Trent University, Peterborough, Canada",Chemistry,2,68,55,2
668,7101693496,"Hutchings Jeffrey A.","Hutchings, Jeffrey A.| Hutchings, Jeffrey| Hutchings, Jeff A.| Hutchings, J. A.| Hutchings, J.","Havforskningsinstituttet, Bergen, Norway","Agricultural and Biological Sciences, Environmental Science, Biochemistry Genetics and Molecular Biology, Medicine, Earth and Planetary Sciences, Multidisciplinary, Social Sciences, Immunology and Microbiology, Engineering, Pharmacology Toxicology and Pharmaceutics",184,11249,7611,54
669,6602535962,"Hronowski Lucjan J.J.","Hronowski, Lucjan J.| Hronowski, Lucjan| Hronowski, L. J.J.| Hronowski, L.","Queen's University, Kingston, Kingston, Canada","Biochemistry Genetics and Molecular Biology, Chemistry, Chemical Engineering, Pharmacology Toxicology and Pharmaceutics",19,325,257,11
670,7005235644,"Szarek Walter A.","Szarek, W. A.| Szarek, Walter| Szarek, Walter A.","Queen's University, Kingston, Kingston, Canada","Biochemistry Genetics and Molecular Biology, Chemistry, Pharmacology Toxicology and Pharmaceutics, Medicine, Chemical Engineering, Neuroscience, Immunology and Microbiology, Physics and Astronomy, Materials Science, Agricultural and Biological Sciences, Computer Science, Psychology, Environmental Science, Engineering",237,4673,3556,33
671,7005854774,"Hay George W.","Hay, G. W.","Queen's University, Kingston, Kingston, Canada","Biochemistry Genetics and Molecular Biology, Chemistry, Environmental Science, Immunology and Microbiology, Earth and Planetary Sciences, Agricultural and Biological Sciences, Pharmacology Toxicology and Pharmaceutics",31,412,369,11
672,6603660680,"Ison Edward R.","Ison, E. R.","Queen's University, Kingston, Kingston, Canada","Biochemistry Genetics and Molecular Biology, Chemistry, Pharmacology Toxicology and Pharmaceutics",6,240,238,4
673,24284415900,"Krebs Anita","Krebs, A.","Queen's University, Kingston, Kingston, Canada","Biochemistry Genetics and Molecular Biology, Chemistry",7,59,41,4
674,6603722797,"Depew William T.","Depew, W. T.| Depew, W.| Depew, William| DEPEW, W. T.","Queen's University, Kingston, Kingston, Canada","Medicine, Biochemistry Genetics and Molecular Biology, Chemistry, Immunology and Microbiology, Neuroscience, Psychology",61,2899,2769,21
675,55719425100,"Liu Hua","LIU, HUA| Liu, H.","University of Manitoba, Winnipeg, Canada","Agricultural and Biological Sciences, Chemistry, Biochemistry Genetics and Molecular Biology, Engineering, Chemical Engineering",18,454,371,12
676,7006426826,"Lelièvre John","Lelièvre, J.| Lelièvre, John| LELIEVRE, JOHN| Lelièvre, J.| Lelievre, J.| LELIEVRE, J.| LELIÈVRE, J.| Lelievre, John","Defence Research and Development Canada, Ottawa, Canada","Chemistry, Agricultural and Biological Sciences, Biochemistry Genetics and Molecular Biology, Materials Science, Chemical Engineering, Pharmacology Toxicology and Pharmaceutics, Engineering, Physics and Astronomy, Environmental Science",49,1612,1262,24
677,6603007687,"Villemure Gilles","Villemure, G.","University of New Brunswick, Fredericton, Canada","Chemistry, Chemical Engineering, Earth and Planetary Sciences, Materials Science, Physics and Astronomy, Environmental Science, Agricultural and Biological Sciences, Engineering, Biochemistry Genetics and Molecular Biology",42,1077,760,20
678,35350527400,"Bard Allen J.","Bard, Auen J.| Bard, A. J.| Bard, Alien J.| J. Bard, Allen| Bard, Allen","University of Texas at Austin, Austin, United States","Chemistry, Materials Science, Chemical Engineering, Physics and Astronomy, Biochemistry Genetics and Molecular Biology, Energy, Engineering, Multidisciplinary, Environmental Science, Social Sciences, Pharmacology Toxicology and Pharmaceutics, Computer Science, Medicine, Earth and Planetary Sciences, Agricultural and Biological Sciences",1062,83037,48807,145
679,6701451667,"Shermer Thomas Caton","Shermer, Tom| Shermer, Thomas C.| Shermer, Thomas| Shermer, T.","Simon Fraser University, Burnaby, Canada","Mathematics, Computer Science, Engineering, Chemical Engineering",47,734,618,12
680,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,1
681,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,1
682,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,1
683,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,1
684,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,1
685,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,1
686,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,0
687,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,0
688,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,0
689,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,0
690,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,0
691,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,0
692,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,0
693,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,0
694,7003878968,"Scharff-Hansen P.",NA,"European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Engineering, Computer Science, Mathematics, Biochemistry Genetics and Molecular Biology",401,18397,11108,0
695,7103105674,"Schenk P. R.","Schenk, P.","Universität Hamburg, Hamburg, Germany","Physics and Astronomy, Biochemistry Genetics and Molecular Biology",194,7682,4145,0
696,57198365781,"von der Schmitt H.","Von Der Schmitt, H.| Von der Schmitt, H.","GfAI AG, Solothurn, Switzerland","Physics and Astronomy, Engineering, Energy",138,6063,3345,0
697,7003878968,"Scharff-Hansen P.",NA,"European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Engineering, Computer Science, Mathematics, Biochemistry Genetics and Molecular Biology",401,18397,11108,0
698,7003878968,"Scharff-Hansen P.",NA,"European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Engineering, Computer Science, Mathematics, Biochemistry Genetics and Molecular Biology",401,18397,11108,0
699,7003878968,"Scharff-Hansen P.",NA,"European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Engineering, Computer Science, Mathematics, Biochemistry Genetics and Molecular Biology",401,18397,11108,0
700,7003878968,"Scharff-Hansen P.",NA,"European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Engineering, Computer Science, Mathematics, Biochemistry Genetics and Molecular Biology",401,18397,11108,0
701,7003878968,"Scharff-Hansen P.",NA,"European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Engineering, Computer Science, Mathematics, Biochemistry Genetics and Molecular Biology",401,18397,11108,57
702,7003925191,"Skuja Andris","Skuja, A.| Gomez Ceballos, G.","University of Maryland, College Park, United States","Physics and Astronomy, Engineering, Mathematics, Energy, Biochemistry Genetics and Molecular Biology, Multidisciplinary",1323,60636,26358,98
703,7003878968,"Scharff-Hansen P.",NA,"European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Engineering, Computer Science, Mathematics, Biochemistry Genetics and Molecular Biology",401,18397,11108,57
704,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,1
705,24353122200,"Rakovshik Michael",NA,"H. C. Ørsted Institute, Copenhagen, Denmark","Physics and Astronomy, Chemistry",1,0,0,0
706,7003878968,"Scharff-Hansen P.",NA,"European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Engineering, Computer Science, Mathematics, Biochemistry Genetics and Molecular Biology",401,18397,11108,57
707,7103105674,"Schenk P. R.","Schenk, P.","Universität Hamburg, Hamburg, Germany","Physics and Astronomy, Biochemistry Genetics and Molecular Biology",194,7682,4145,49
708,57198365781,"von der Schmitt H.","Von Der Schmitt, H.| Von der Schmitt, H.","GfAI AG, Solothurn, Switzerland","Physics and Astronomy, Engineering, Energy",138,6063,3345,48
709,55707986700,"Schreiber Siegfried","Schreiber, S.","Deutsches Elektronen-Synchrotron (DESY), Hamburg, Germany","Physics and Astronomy, Engineering, Mathematics, Computer Science, Materials Science, Energy, Chemical Engineering",238,8326,5607,46
710,35227961700,"Schwiening Jochen","Wenzel, W. A.| Schwiening, J.| Schwiening, Jaroslav","GSI Helmholtz Centre for Heavy Ion Research GmbH, Darmstadt, Germany","Physics and Astronomy, Mathematics, Engineering, Multidisciplinary, Computer Science, Medicine, Biochemistry Genetics and Molecular Biology, Energy",682,26730,12571,80
711,7403053729,"Scott W. G.","Scott, W.","Rutherford Appleton Laboratory, , United Kingdom","Physics and Astronomy, Engineering, Mathematics, Multidisciplinary, Biochemistry Genetics and Molecular Biology, Chemistry",846,53581,27024,99
712,7004056076,"Settles M.",NA,"Indiana University, Bloomington, United States","Physics and Astronomy, Biochemistry Genetics and Molecular Biology",109,4990,2990,39
713,35227981000,"Shen Benjamin C.","Shen, B.| Shen, B. C.","University of California, Riverside, Riverside, United States","Physics and Astronomy, Mathematics, Engineering, Earth and Planetary Sciences, Biochemistry Genetics and Molecular Biology, Energy, Multidisciplinary",895,45230,25476,87
